quarter,speaker,title,content,sentiment,confidence,sentiment_category,LLM_sentiment,LLM_pct_strong_positive,LLM_pct_slightly_positive,LLM_pct_neutral,LLM_pct_slightly_negative,LLM_pct_strong_negative,Manual Annotation
Q1_2025,Vivek Arya,Bank of America Merrill Lynch -- Analyst,"Thanks for taking my question. Jensen, how are you ensuring that there is enough utilization of your products and that there isn't a pull ahead or a holding behavior because of tight supply, competition, or other factors? Basically, what checks have you built in the system to give us confidence that monetization is keeping pace with your really very strong shipment growth?",neutral,0.722222924,Neutral,Neutral,0.05,0.1,0.7,0.1,0.05,Neutral
Q1_2025,Jensen Huang,President and Chief Operating Officer,"Well, I guess there's the big picture view that I'll come to, but I'll answer your question directly. The demand for GPUs in all the data centers is incredible. We're racing every single day. And the reason for that is because applications like ChatGPT and GPT-4o, and now, it's going to be multi-modality, Gemini and its ramp and Anthropic, and all of the work that's being done at all the CSPs are consuming every GPU that's out there. There's also a long line of generative AI start-ups, some 15,000, 20,000 start-ups that are in all different fields, from multimedia to digital characters, of course, all kinds of design tool application, productivity applications, digital biology, the moving of the AV industry to video so that they can train end-to-end models to expand the operating domain of self-driving cars, the list is just quite extraordinary. We're racing actually. Customers are putting a lot of pressure on us to deliver the systems and stand those up as quickly as possible. And of course, I haven't even mentioned all of the sovereign AIs who would like to train all of their regional natural resource of their country, which is their data, to train their regional models. And there's a lot of pressure to stand those systems up. So, anyhow, the demand, I think, is really, really high and it outstrips our supply. That's the reason why I jumped in to make a few comments. Longer term, we're completely redesigning how computers work. And this is a platform shift. Of course, it's been compared to other platform shifts in the past. But time will clearly tell that this is much, much more profound than previous platform shifts. And the reason for that is because the computer is no longer an instruction-driven-only computer. It's an intention-understanding computer. And it understands, of course, the way we interact with it, but it also understands our meaning, what we intend that we asked it to do. And it has the ability to reason, inference iteratively to process a plan, and come back with a solution. And so, every aspect of the computer is changing in such a way that instead of retrieving prerecorded files, it is now generating contextually relevant intelligent answers. And so, that's going to change computing stacks all over the world. And you saw a build that, in fact, even the PC computing stack is going to get revolutionized. And this is just the beginning of all the things that -- what people see today are the beginning of the things that we're working in our labs and the things that we're doing with all the start-ups and large companies and developers all over the world. It's going to be quite extraordinary. Operator Our next question will come from the line of Joe Moore with Morgan Stanley. Please go ahead.",neutral,0.911822438,Neutral,Slightly Positive,0.2,0.4,0.3,0.05,0.05,Slightly Positive
Q1_2025,Joe Moore,Morgan Stanley -- Analyst,"Great. Thank you. Understanding what you just said about how strong demand is, you have a lot of demand for H200 and for Blackwell products. Do you anticipate any kind of pause with Hopper and H100 as you sort of migrate to those products? Will people wait for those new products, which would be a good product to have? Or do you think there's enough demand for H100 to sustain growth?",neutral,0.798780859,Neutral,Neutral,0.05,0.1,0.7,0.1,0.05,Neutral
Q1_2025,Jensen Huang,President and Chief Operating Officer,"We see increasing demand of Hopper through this quarter. And we expect demand to outstrip supply for some time as we now transition to H200, as we transition to Blackwell. Everybody is anxious to get their infrastructure online. And the reason for that is because they're saving money and making money, and they would like to do that as soon as possible. Operator Our next question will come from the line of Toshiya Hari with Goldman Sachs. Please go ahead.",neutral,0.83495599,Neutral,Slightly Positive,0.2,0.4,0.3,0.05,0.05,Slightly Positive
Q1_2025,Toshiya Hari,Goldman Sachs -- Analyst,"Hi. Thank you so much for taking the question. Jensen, I wanted to ask about competition. I think many of your cloud customers have announced new or updates to their existing internal programs, right, in parallel to what they're working on with you guys. To what extent did you consider them as competitors, medium to long term? And in your view, do you think they're limited to addressing mostly internal workloads, or could they be broader in what they address going forward? Thank you.",neutral,0.871607423,Neutral,Neutral,0.05,0.1,0.7,0.1,0.05,Neutral
Q1_2025,Jensen Huang,President and Chief Operating Officer,"Yeah. We're different in several ways. First, NVIDIA's accelerated computing architecture allows customers to process every aspect of their pipeline from unstructured data processing to prepare it for training, to structured data processing, data frame processing like SQL to prepare for training, to training to inference. And as I was mentioning in my remarks, that inference has really fundamentally changed, it's now generation. It's not trying to just detect the cat, which was plenty hard in itself, but it has to generate every pixel of a cat. And so, the generation process is a fundamentally different processing architecture. And it's one of the reasons why TensorRT-LLM was so well received. We improved the performance in using the same chips on our architecture by a factor of three. That kind of tells you something about the richness of our architecture and the richness of our software. So, one, you could use NVIDIA for everything, from computer vision to image processing, to computer graphics, to all modalities of computing. And as the world is now suffering from computing cost and computing energy inflation because general-purpose computing has run its course, accelerated computing is really the sustainable way of going forward. So, accelerated computing is how you're going to save money in computing, is how you're going to save energy in computing. And so, the versatility of our platform results in the lowest TCO for their data centers. Second, we're in every cloud. And so, for developers that are looking for a platform to develop on, starting with NVIDIA is always a great choice. And we're on-prem. We're in the cloud. We're in computers of any size and shape. We're practically everywhere. And so, that's the second reason. The third reason has to do with the fact that we build AI factories. And this is becoming more apparent to people that AI is not a chip problem only. It starts, of course, with very good chips and we build a whole bunch of chips for our AI factories, but it's a systems problem. In fact, even AI is now a systems problem. It's not just one large language model. It's a complex system of a whole bunch of large language models that are working together. And so, the fact that NVIDIA builds this system causes us to optimize all of our chips to work together as a system, to be able to have software that operates as a system, and to be able to optimize across the system. And just to put it in perspective, in simple numbers, if you had a $5 billion infrastructure and you improved the performance by a factor of two, which we routinely do, when you improve the infrastructure by a factor of two, the value to you is $5 billion. All the chips in that data center doesn't pay for it. And so, the value of it is really quite extraordinary. And this is the reason why today, performance matters in everything. This is at a time when the highest performance is also the lowest cost because the infrastructure cost of carrying all of these chips cost a lot of money. And it takes a lot of money to fund the data center, to operate the data center, the people that goes along with it, the power that goes along with it, the real estate that goes along with it, and all of it adds up. And so, the highest performance is also the lowest TCO. Operator Our next question will come from the line of Matt Ramsay with TD Cowen. Please go ahead.",neutral,0.888682306,Neutral,Slightly Positive,0.2,0.4,0.3,0.05,0.05,Strong Positive
Q1_2025,Matt Ramsay,TD Cowen -- Analyst,"Thank you very much. Good afternoon, everyone. Jensen, I've been in the data center industry my whole career. I've never seen the velocity that you guys are introducing new platforms at the same combination of the performance jumps that you're getting, I mean, 5x in training, some of the stuff you talked about at GTC up to 30x in inference. And it's an amazing thing to watch but it also creates an interesting juxtaposition where the current generation of product that your customers are spending billions of dollars on is going to be not as competitive with your new stuff very, very much more quickly than the depreciation cycle of that product. So, I'd like you to, if you wouldn't mind, speak a little bit about how you're seeing that situation evolve itself with customers. As you move to Blackwell, they're going to have very large installed bases, obviously software compatible, but large installed bases of product that's not nearly as performant as your new generation stuff. And it'd be interesting to hear what you see happening with customers along that path. Thank you.",neutral,0.818970323,Neutral,Neutral,0.05,0.1,0.7,0.1,0.05,Neutral
Q1_2025,Jensen Huang,President and Chief Operating Officer,"Yeah, really appreciate it. Three points that I'd like to make. If you're 5% into the build-out versus if you're 95% into the build-out, you're going to feel very differently. And because you're only 5% into the build-out anyhow, you build as fast as you can. And when Blackwell comes, it's going to be terrific. And then after Blackwell, as you mentioned, we have other Blackwells coming. And then there's a short -- we're in a one-year rhythm as we've explained to the world. And we want our customers to see our road map for as far as they like, but they're early in their build-out anyways and so they had to just keep on building, OK? And so, there's going to be a whole bunch of chips coming at them, and they just got to keep on building and just, if you will, performance-average your way into it. So, that's the smart thing to do. They need to make money today. They want to save money today. And time is really, really valuable to them. Let me give you an example of time being really valuable, why this idea of standing up a data center instantaneously is so valuable, and getting this thing called time-to-train is so valuable. The reason for that is because the next company who reaches the next major plateau gets to announce a groundbreaking AI. And the second one after that gets to announce something that's 0.3% better. And so, the question is, do you want to be repeatedly the company delivering groundbreaking AI or the company delivering 0.3% better? And that's the reason why this race, as in all technology races, the race is so important. And you're seeing this race across multiple companies because this is so vital to have technology leadership, for companies to trust the leadership that want to build on your platform and know that the platform that they're building on is going to get better and better. And so, leadership matters a great deal. Time-to-train matters a great deal. The difference between time-to-train that is three months earlier just to get it done, in order to get time-to-train on three months' project, getting started three months earlier is everything. And so, it's the reason why we're standing up Hopper systems like mad right now because the next plateau is just around the corner. And so, that's the second reason. The first comment that you made is really a great comment, which is how is it that we're moving so fast and advancing them quickly, because we have all the stacks here. We literally build the entire data center, and we can monitor everything, measure everything, optimize across everything. We know where all the bottlenecks are. We're not guessing about it. We're not putting up PowerPoint slides that look good. We're actually -- we also like our PowerPoint slides to look good, but we're delivering systems that perform at scale. And the reason why we know they perform at scale is because we built it all here. Now, one of the things that we do that's a bit of a miracle is that we build entire AI infrastructure here but then we disaggregate it and integrate it into our customers' data centers however they liked. But we know how it's going to perform, and we know where the bottlenecks are. We know where we need to optimize with them, and we know where we have to help them improve their infrastructure to achieve the most performance. This deep intimate knowledge at the entire data center scale is fundamentally what sets us apart today. We build every single chip from the ground up. We know exactly how processing is done across the entire system. And so, we understand exactly how it's going to perform and how to get the most out of it with every single generation. So, I appreciate it. Those are the three points. Operator Your next question will come from the line of Mark Lipacis with Evercore ISI. Please go ahead.",neutral,0.908484221,Neutral,Slightly Positive,0.2,0.4,0.3,0.05,0.05,Strong Positive
Q1_2025,Mark Lipacis,Evercore ISI -- Analyst,"Hi. Thanks for taking my question. Jensen, in the past, you've made the observation that general-purpose computing ecosystems typically dominated each computing era. And I believe the argument was that they could adapt to different workloads, get higher utilization, drive cost of compute cycle down. And this is a motivation for why you were driving to a general-purpose GPU CUDA ecosystem for accelerated computing. And if I mischaracterized that observation, please do let me know. So, the question is, given that the workloads that are driving demand for your solutions are being driven by neural network training and inferencing, which on the surface seem like a limited number of workloads, then it might also seem to lend themselves to custom solutions. And so, then the question is, does the general-purpose computing framework become more at risk or is there enough variability or a rapid enough evolution on these workloads that support that historical general-purpose framework? Thank you.",neutral,0.776361108,Neutral,Neutral,0.05,0.1,0.7,0.1,0.05,Neutral
Q1_2025,Jensen Huang,President and Chief Operating Officer,"Yeah. NVIDIA's accelerated computing is versatile, but I wouldn't call it general purpose. Like, for example, we wouldn't be very good at running the spreadsheet. That was really designed for general-purpose computing. And so, the control loop of an operating system code probably isn't fantastic for general-purpose computing, not for accelerated computing. And so, I would say that we're versatile, and that's usually the way I describe it. There's a rich domain of applications that we're able to accelerate over the years, but they all have a lot of commonalities, maybe some deep differences, but commonalities. They're all things that I can run in parallel, they're all heavily threaded. 5% of the code represents 99% of the run time, for example. Those are all properties of accelerated computing. The versatility of our platform and the fact that we design entire systems is the reason why over the course of the last 10 years or so, the number of start-ups that you guys have asked me about in these conference calls is fairly large. And every single one of them, because of the brittleness of their architecture, the moment generative AI came along or the moment the fusion models came along, the moment the next models are coming along now, and now all of a sudden, look at this, large language models with memory because the large language model needs to have memory so they can carry on a conversation with you, understand the context. All of a sudden, the versatility of the Grace memory became super important. And so, each one of these advances in generative AI and the advancement of AI really begs for not having a widget that's designed for one model but to have something that is really good for this entire domain, properties of this entire domain, but obeys the first principles of software: that software is going to continue to evolve, that software is going to keep getting better and bigger. We believe in the scaling of these models. There's a lot of reasons why we're going to scale by easily 1 million times in the coming few years for good reasons, and we're looking forward to it, and we're ready for it. And so, the versatility of our platform is really quite key. And if you're too brittle and too specific, you might as well just build an FPGA or you build an ASIC or something like that, but that's hardly a computer. Operator Our next question will come from the line of Blayne Curtis with Jefferies. Please go ahead.",neutral,0.938490808,Neutral,Slightly Positive,0.2,0.4,0.3,0.05,0.05,Strong Positive
Q1_2025,Blayne Curtis,Jefferies -- Analyst,"Thanks for taking my question. I'm actually kind of curious, I mean, being supply constrained, how do you think about -- I mean, you came out with a product for China, H20. I'm assuming there'd be a ton of demand for it, but obviously, you're trying to serve your customers with the other Hopper products. Just kind of curious how you're thinking about that in the second half, if you could elaborate, any impact, what you're thinking for sales as well as gross margin.",neutral,0.897824883,Neutral,Neutral,0.05,0.1,0.7,0.1,0.05,Neutral
Q1_2025,Jensen Huang,President and Chief Operating Officer,I didn't hear your questions. Something bleeped out.,neutral,0.512379587,Neutral,Neutral,0.05,0.05,0.8,0.05,0.05,Neutral
Q1_2025,Simona Jankowski,"Vice President, Investor Relations",H20 and how you're thinking about allocating supply between the different Hopper products.,neutral,0.920732617,Neutral,Neutral,0.05,0.05,0.8,0.05,0.05,Neutral
Q1_2025,Jensen Huang,President and Chief Operating Officer,"Well, you know, we have customers that we honor and we do our best for every customer. It is the case that our business in China is substantially lower than the levels of the past. And it's a lot more competitive in China now because of the limitations on our technology. And so, those matters are true. However, we continue to do our best to serve the customers in the markets there, and to the best of our ability, we'll do our best. But I think overall, the comments that we made about demand outstripping supply is for the entire market and particularly so for H200 and Blackwell toward the end of the year. Operator Our next question will come from the line of Srini Pajjuri with Raymond James. Please go ahead.",neutral,0.458708405,Neutral,Neutral,0.05,0.1,0.7,0.1,0.05,Slightly Positive
Q1_2025,Srini Pajjuri,Raymond James -- Analyst,"Thank you. Jensen, actually more of a clarification on what you said. GB200 systems, it looks like there is a significant demand for systems. Historically, I think you've sold a lot of HGX boards and some GPUs and the systems business was relatively small. So, I'm just curious, why is it that now you are seeing such a strong demand for systems going forward? Is it just the TCO, or is it something else? Or is it just the architecture? Thank you.",neutral,0.871153712,Neutral,Neutral,0.05,0.1,0.7,0.1,0.05,Slightly Positive
Q1_2025,Jensen Huang,President and Chief Operating Officer,"Yeah. I appreciate that. In fact, the way we sell GB200 is the same. We disaggregate all of the components that make sense, and we integrate it into computer makers. We have 100 different computer system configurations that are coming this year for Blackwell. And that is off the charts. Hopper, frankly, had only half, but that's at its peak. It started out with way less than that even. And so, you're going to see liquid-cooled version, air-cooled version, x86 versions, Grace versions, so on and so forth. There's a whole bunch of systems that are being designed. And they're offered from all of our ecosystem of great partners. Nothing has really changed. Now, of course, the Blackwell platform has expanded our offering tremendously, the integration of CPUs, and the much more compressed density of computing. Liquid cooling is going to save data centers a lot of money in provisioning power and not to mention to be more energy efficient. And so, it's a much better solution. It's more expansive, meaning that we offer a lot more components of a data center. And everybody wins. The data center gets much higher performance, networking from networking switches, networking -- of course, NICs. We have Ethernet now so that we can bring AI to a large-scale NVIDIA AI to customers who only know how to operate Ethernet because of the ecosystem that they have. And so, Blackwell is much more expansive. We have a lot more to offer our customers this generation around. Operator Our next question will come from the line William Stein with Truist Securities. Please go ahead.",neutral,0.905732274,Neutral,Slightly Positive,0.2,0.4,0.3,0.05,0.05,Slightly Positive
